Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 2515,54.0,38.0,21.0,9.0,0.0,12.0,37.0,171.0,Female,51.0
Player 2516,67.0,11.0,28.0,5.0,0.0,21.0,49.0,181.0,Female,35.0
Player 2517,617.0,208.0,198.0,14.0,0.0,103.0,505.0,1645.0,Male,62.0
Player 2518,81.0,28.0,26.0,10.0,0.0,19.0,65.0,228.0,Female,31.0
Player 2519,55.0,17.0,15.0,11.0,0.0,18.0,37.0,152.0,Male,27.0
Player 2520,79.0,32.0,12.0,10.0,0.0,23.0,23.0,179.0,Female,65.0
Player 2521,495.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,Male,60.0
Player 2522,76.0,42.0,26.0,10.0,0.0,23.0,86.0,265.0,Female,68.0
Player 2523,553.0,0.0,0.0,0.0,79.0,0.0,0.0,632.0,Male,52.0
Player 2524,397.0,257.0,130.0,88.0,0.0,169.0,391.0,1432.0,Male,43.0
Player 2525,71.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Male,53.0
Player 2526,40.0,28.0,21.0,10.0,0.0,24.0,54.0,176.0,Female,51.0
Player 2527,639.0,215.0,244.0,98.0,0.0,81.0,504.0,1782.0,Female,49.0
Player 2528,1245.0,4189.0,4654.0,2254.0,0.0,0.0,0.0,12342.0,Male,69.0
Player 2529,95.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,Male,24.0
Player 2530,713.0,307.0,203.0,98.0,0.0,306.0,583.0,2210.0,Female,48.0
Player 2531,823.0,231.0,207.0,95.0,0.0,135.0,551.0,2042.0,Male,43.0
Player 2532,462.0,0.0,0.0,0.0,175.0,0.0,0.0,637.0,Female,53.0
Player 2533,415.0,304.0,121.0,57.0,0.0,225.0,341.0,1463.0,Female,49.0
Player 2534,620.0,370.0,283.0,105.0,0.0,255.0,681.0,2314.0,Male,37.0
Player 2535,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,Female,52.0
Player 2536,227.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,Male,63.0
Player 2537,102.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,Male,68.0
Player 2538,388.0,0.0,0.0,0.0,111.0,0.0,0.0,499.0,Male,28.0
Player 2539,102.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,Female,39.0
Player 2540,68.0,27.0,15.0,8.0,0.0,17.0,58.0,193.0,Male,49.0
Player 2541,1029.0,176.0,112.0,94.0,0.0,190.0,441.0,2042.0,Female,59.0
Player 2542,55.0,38.0,19.0,4.0,0.0,17.0,40.0,173.0,Male,45.0
Player 2543,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,Male,45.0
Player 2544,717.0,440.0,168.0,85.0,0.0,135.0,574.0,2120.0,Female,56.0
Player 2545,97.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,Female,58.0
Player 2546,85.0,29.0,25.0,12.0,0.0,26.0,27.0,205.0,Male,68.0
Player 2547,637.0,245.0,239.0,104.0,0.0,235.0,389.0,1848.0,Female,66.0
Player 2548,558.0,0.0,0.0,0.0,143.0,0.0,0.0,701.0,Male,37.0
Player 2549,115.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,Female,30.0
Player 2550,49.0,40.0,26.0,10.0,0.0,22.0,41.0,188.0,Female,44.0
Player 2551,332.0,0.0,0.0,0.0,48.0,0.0,0.0,379.0,Male,38.0
Player 2552,71.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Male,41.0
Player 2553,66.0,34.0,17.0,10.0,0.0,13.0,37.0,178.0,Male,66.0
Player 2554,0.0,0.0,0.0,0.0,0.0,0.0,545.0,545.0,Male,22.0
Player 2555,539.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,Female,31.0
Player 2556,0.0,0.0,551.0,0.0,0.0,0.0,0.0,551.0,Male,30.0
Player 2557,122.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,Female,26.0
Player 2558,580.0,341.0,154.0,86.0,0.0,266.0,772.0,2199.0,Male,25.0
Player 2559,0.0,549.0,0.0,0.0,0.0,0.0,0.0,549.0,Female,43.0
Player 2560,0.0,572.0,0.0,0.0,0.0,0.0,0.0,572.0,Female,47.0
Player 2561,670.0,329.0,137.0,69.0,0.0,168.0,307.0,1680.0,Male,58.0
Player 2562,507.0,464.0,152.0,88.0,0.0,151.0,230.0,1590.0,Female,56.0
Player 2563,118.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,Female,46.0
Player 2564,80.0,26.0,30.0,13.0,0.0,21.0,31.0,201.0,Female,53.0
Player 2565,72.0,53.0,12.0,15.0,0.0,19.0,55.0,227.0,Male,59.0
Player 2566,1465.0,2104.0,3312.0,1201.0,0.0,0.0,0.0,8081.0,Male,28.0
Player 2567,124.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,Male,60.0
Player 2568,808.0,283.0,168.0,69.0,0.0,121.0,443.0,1892.0,Male,34.0
Player 2569,230.0,0.0,0.0,0.0,101.0,0.0,0.0,332.0,Male,23.0
Player 2570,839.0,348.0,250.0,90.0,0.0,293.0,189.0,2010.0,Female,38.0
Player 2571,0.0,0.0,550.0,0.0,0.0,0.0,0.0,550.0,Male,67.0
Player 2572,752.0,419.0,186.0,58.0,0.0,216.0,404.0,2037.0,Female,26.0
Player 2573,0.0,457.0,0.0,0.0,0.0,0.0,0.0,457.0,Female,64.0
Player 2574,0.0,0.0,0.0,0.0,0.0,0.0,537.0,537.0,Female,60.0
Player 2575,112.0,17.0,5.0,7.0,0.0,29.0,64.0,234.0,Female,51.0
Player 2576,70.0,36.0,31.0,9.0,0.0,16.0,39.0,201.0,Male,43.0
Player 2577,52.0,11.0,25.0,10.0,0.0,27.0,52.0,177.0,Male,27.0
Player 2578,830.0,435.0,221.0,117.0,0.0,220.0,234.0,2056.0,Female,31.0
Player 2579,55.0,34.0,17.0,12.0,0.0,18.0,36.0,172.0,Female,21.0
Player 2580,484.0,296.0,209.0,112.0,0.0,156.0,494.0,1751.0,Female,67.0
Player 2581,507.0,347.0,214.0,105.0,0.0,225.0,196.0,1596.0,Female,25.0
Player 2582,382.0,455.0,241.0,70.0,0.0,224.0,532.0,1904.0,Female,34.0
Player 2583,56.0,44.0,10.0,10.0,0.0,15.0,61.0,197.0,Female,57.0
Player 2584,127.0,34.0,21.0,9.0,0.0,22.0,65.0,278.0,Male,48.0
Player 2585,75.0,27.0,26.0,11.0,0.0,9.0,29.0,178.0,Male,67.0
Player 2586,0.0,0.0,648.0,0.0,0.0,0.0,0.0,648.0,Female,66.0
Player 2587,1227.0,335.0,263.0,83.0,0.0,286.0,426.0,2619.0,Male,23.0
Player 2588,820.0,316.0,225.0,34.0,0.0,285.0,497.0,2177.0,Male,23.0
Player 2589,619.0,0.0,0.0,0.0,128.0,0.0,0.0,747.0,Male,63.0
Player 2590,345.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,Male,48.0
Player 2591,0.0,0.0,0.0,0.0,0.0,0.0,715.0,715.0,Male,69.0
Player 2592,35.0,28.0,13.0,9.0,0.0,26.0,66.0,177.0,Male,57.0
Player 2593,0.0,0.0,0.0,0.0,0.0,597.0,0.0,597.0,Male,29.0
Player 2594,85.0,38.0,21.0,11.0,0.0,11.0,77.0,243.0,Female,30.0
Player 2595,839.0,213.0,155.0,104.0,0.0,246.0,597.0,2154.0,Female,21.0
Player 2596,302.0,371.0,94.0,120.0,0.0,156.0,574.0,1617.0,Male,70.0
Player 2597,456.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,Male,38.0
Player 2598,92.0,27.0,28.0,10.0,0.0,22.0,70.0,249.0,Male,34.0
Player 2599,144.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,Female,41.0
Player 2600,113.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,Male,54.0
Player 2601,36.0,34.0,22.0,8.0,0.0,20.0,66.0,186.0,Male,28.0
Player 2602,404.0,0.0,0.0,0.0,95.0,0.0,0.0,499.0,Female,60.0
Player 2603,430.0,0.0,0.0,0.0,69.0,0.0,0.0,499.0,Male,22.0
Player 2604,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,Male,55.0
Player 2605,59.0,35.0,18.0,10.0,0.0,18.0,42.0,183.0,Female,25.0
Player 2606,438.0,368.0,179.0,74.0,0.0,213.0,161.0,1434.0,Female,67.0
Player 2607,1130.0,360.0,160.0,111.0,0.0,213.0,682.0,2656.0,Male,56.0
Player 2608,153.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,Male,44.0
Player 2609,769.0,205.0,230.0,75.0,0.0,133.0,395.0,1807.0,Male,40.0
Player 2610,84.0,35.0,20.0,9.0,0.0,30.0,52.0,230.0,Female,60.0
Player 2611,0.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,Female,54.0
Player 2612,105.0,31.0,18.0,6.0,0.0,13.0,56.0,228.0,Male,27.0
Player 2613,0.0,0.0,359.0,0.0,0.0,0.0,0.0,359.0,Female,44.0
Player 2614,216.0,0.0,0.0,0.0,118.0,0.0,0.0,334.0,Male,31.0
Player 2615,106.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,Female,43.0
Player 2616,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,Female,53.0
Player 2617,779.0,239.0,216.0,103.0,0.0,295.0,324.0,1955.0,Male,35.0
Player 2618,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,Male,43.0
Player 2619,497.0,0.0,0.0,0.0,101.0,0.0,0.0,598.0,Female,21.0
Player 2620,920.0,4678.0,4474.0,802.0,0.0,0.0,0.0,10874.0,Female,65.0
Player 2621,896.0,378.0,174.0,100.0,0.0,182.0,427.0,2156.0,Male,27.0
Player 2622,549.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Male,63.0
Player 2623,79.0,27.0,22.0,6.0,0.0,28.0,65.0,227.0,Female,62.0
Player 2624,0.0,0.0,0.0,0.0,0.0,0.0,394.0,394.0,Male,21.0
Player 2625,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Male,66.0
Player 2626,94.0,32.0,18.0,9.0,0.0,28.0,55.0,237.0,Male,32.0
Player 2627,399.0,0.0,0.0,0.0,98.0,0.0,0.0,497.0,Female,39.0
Player 2628,996.0,275.0,298.0,43.0,0.0,160.0,365.0,2137.0,Female,27.0
Player 2629,463.0,313.0,213.0,116.0,0.0,183.0,259.0,1546.0,Male,30.0
Player 2630,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Male,63.0
Player 2631,370.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,Male,62.0
Player 2632,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,Female,51.0
Player 2633,391.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,Male,63.0
Player 2634,94.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Female,48.0
Player 2635,152.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,Male,51.0
Player 2636,79.0,39.0,15.0,9.0,0.0,13.0,26.0,181.0,Female,45.0
Player 2637,568.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,Female,57.0
Player 2638,903.0,375.0,221.0,101.0,0.0,284.0,431.0,2315.0,Female,68.0
Player 2639,45.0,21.0,27.0,8.0,0.0,14.0,43.0,157.0,Male,55.0
Player 2640,110.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,Male,61.0
Player 2641,465.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,Male,51.0
Player 2642,963.0,4652.0,5626.0,560.0,0.0,0.0,0.0,11801.0,Male,43.0
Player 2643,996.0,237.0,188.0,94.0,0.0,242.0,672.0,2429.0,Male,34.0
Player 2644,63.0,32.0,12.0,14.0,0.0,23.0,52.0,196.0,Female,46.0
Player 2645,1053.0,359.0,203.0,114.0,0.0,164.0,572.0,2465.0,Female,22.0
Player 2646,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Male,57.0
Player 2647,81.0,36.0,12.0,11.0,0.0,15.0,45.0,199.0,Female,57.0
Player 2648,77.0,44.0,20.0,8.0,0.0,24.0,33.0,206.0,Male,48.0
Player 2649,63.0,16.0,32.0,8.0,0.0,31.0,34.0,184.0,Male,37.0
Player 2650,116.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,Female,41.0
Player 2651,77.0,35.0,34.0,8.0,0.0,12.0,47.0,213.0,Female,54.0
Player 2652,54.0,13.0,20.0,12.0,0.0,15.0,35.0,148.0,Male,65.0
Player 2653,69.0,21.0,20.0,14.0,0.0,25.0,77.0,227.0,Female,69.0
Player 2654,504.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,Male,63.0
Player 2655,995.0,3616.0,3182.0,861.0,0.0,0.0,0.0,8655.0,Male,29.0
Player 2656,399.0,0.0,0.0,0.0,129.0,0.0,0.0,528.0,Female,55.0
Player 2657,744.0,347.0,186.0,84.0,0.0,182.0,582.0,2125.0,Female,63.0
Player 2658,0.0,686.0,0.0,0.0,0.0,0.0,0.0,686.0,Male,22.0
Player 2659,59.0,27.0,14.0,8.0,0.0,9.0,41.0,157.0,Female,40.0
Player 2660,56.0,19.0,28.0,8.0,0.0,22.0,34.0,167.0,Female,30.0
Player 2661,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,Female,29.0
Player 2662,850.0,6778.0,4111.0,813.0,0.0,0.0,0.0,12553.0,Female,45.0
Player 2663,93.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,Female,42.0
Player 2664,519.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,Male,24.0
Player 2665,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,Male,36.0
Player 2666,118.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,Female,54.0
Player 2667,156.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,Male,22.0
Player 2668,89.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,Male,29.0
Player 2669,510.0,0.0,0.0,0.0,102.0,0.0,0.0,613.0,Female,38.0
Player 2670,0.0,0.0,0.0,0.0,0.0,0.0,761.0,761.0,Female,49.0
Player 2671,438.0,303.0,223.0,84.0,0.0,316.0,432.0,1796.0,Female,69.0
Player 2672,66.0,18.0,21.0,8.0,0.0,20.0,46.0,180.0,Male,69.0
Player 2673,806.0,3515.0,4399.0,999.0,0.0,0.0,0.0,9719.0,Female,61.0
Player 2674,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,Male,21.0
Player 2675,65.0,31.0,21.0,16.0,0.0,13.0,44.0,189.0,Female,50.0
Player 2676,273.0,0.0,0.0,0.0,98.0,0.0,0.0,371.0,Male,25.0
Player 2677,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Male,68.0
Player 2678,335.0,0.0,0.0,0.0,126.0,0.0,0.0,460.0,Female,40.0
Player 2679,0.0,0.0,324.0,0.0,0.0,0.0,0.0,324.0,Male,33.0
Player 2680,109.0,34.0,15.0,10.0,0.0,16.0,68.0,252.0,Female,42.0
Player 2681,0.0,0.0,0.0,0.0,0.0,472.0,0.0,472.0,Female,26.0
Player 2682,770.0,173.0,249.0,121.0,0.0,152.0,537.0,2003.0,Female,53.0
Player 2683,102.0,36.0,7.0,7.0,0.0,21.0,49.0,223.0,Female,49.0
Player 2684,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,Female,37.0
Player 2685,86.0,37.0,20.0,13.0,0.0,23.0,36.0,216.0,Male,44.0
Player 2686,137.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,Female,34.0
Player 2687,69.0,33.0,32.0,12.0,0.0,25.0,82.0,253.0,Male,50.0
Player 2688,787.0,3039.0,4381.0,1610.0,0.0,0.0,0.0,9818.0,Female,51.0
Player 2689,133.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,Male,21.0
Player 2690,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Female,37.0
Player 2691,0.0,0.0,0.0,0.0,0.0,0.0,501.0,501.0,Female,44.0
Player 2692,0.0,702.0,0.0,0.0,0.0,0.0,0.0,702.0,Male,24.0
Player 2693,85.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,Male,36.0
Player 2694,47.0,26.0,29.0,9.0,0.0,33.0,36.0,180.0,Male,49.0
Player 2695,0.0,0.0,0.0,0.0,0.0,0.0,488.0,488.0,Male,22.0
Player 2696,0.0,0.0,0.0,0.0,0.0,0.0,563.0,563.0,Female,59.0
Player 2697,103.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,Female,65.0
Player 2698,176.0,0.0,0.0,0.0,98.0,0.0,0.0,274.0,Male,31.0
Player 2699,0.0,0.0,0.0,0.0,0.0,0.0,474.0,474.0,Male,61.0
Player 2700,133.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,Female,62.0
Player 2701,55.0,15.0,10.0,11.0,0.0,24.0,45.0,160.0,Male,21.0
Player 2702,0.0,0.0,0.0,0.0,0.0,0.0,547.0,547.0,Female,40.0
Player 2703,0.0,0.0,0.0,0.0,0.0,0.0,345.0,345.0,Female,43.0
Player 2704,91.0,44.0,32.0,9.0,0.0,21.0,50.0,246.0,Female,29.0
Player 2705,60.0,41.0,24.0,13.0,0.0,15.0,52.0,205.0,Female,27.0
Player 2706,609.0,322.0,56.0,116.0,0.0,216.0,728.0,2047.0,Male,43.0
Player 2707,44.0,24.0,18.0,6.0,0.0,29.0,51.0,172.0,Male,67.0
Player 2708,76.0,24.0,21.0,7.0,0.0,18.0,33.0,178.0,Female,53.0
Player 2709,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,Male,59.0
Player 2710,108.0,20.0,19.0,11.0,0.0,6.0,38.0,202.0,Female,67.0
Player 2711,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,Male,62.0
Player 2712,969.0,4385.0,2831.0,936.0,0.0,0.0,0.0,9121.0,Male,61.0
Player 2713,0.0,0.0,0.0,0.0,0.0,0.0,427.0,427.0,Female,49.0
Player 2714,823.0,346.0,182.0,114.0,0.0,175.0,394.0,2034.0,Female,33.0
Player 2715,143.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,Male,40.0
Player 2716,994.0,7294.0,4924.0,1120.0,0.0,0.0,0.0,14333.0,Male,29.0
Player 2717,103.0,36.0,16.0,8.0,0.0,16.0,52.0,232.0,Male,69.0
Player 2718,0.0,462.0,0.0,0.0,0.0,0.0,0.0,462.0,Male,51.0
Player 2719,61.0,25.0,23.0,10.0,0.0,15.0,27.0,162.0,Male,65.0
Player 2720,564.0,398.0,131.0,120.0,0.0,226.0,601.0,2040.0,Female,63.0
Player 2721,76.0,30.0,17.0,12.0,0.0,18.0,82.0,236.0,Female,38.0
Player 2722,68.0,19.0,37.0,12.0,0.0,22.0,38.0,196.0,Male,67.0
Player 2723,579.0,333.0,28.0,58.0,0.0,283.0,566.0,1846.0,Male,21.0
Player 2724,615.0,336.0,224.0,120.0,0.0,182.0,413.0,1889.0,Male,55.0
Player 2725,350.0,298.0,249.0,53.0,0.0,171.0,446.0,1567.0,Female,36.0
Player 2726,112.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Female,68.0
Player 2727,835.0,227.0,139.0,76.0,0.0,193.0,339.0,1809.0,Female,60.0
Player 2728,0.0,0.0,0.0,0.0,0.0,0.0,252.0,252.0,Male,67.0
Player 2729,0.0,0.0,391.0,0.0,0.0,0.0,0.0,391.0,Female,61.0
Player 2730,607.0,300.0,241.0,169.0,0.0,300.0,786.0,2404.0,Female,68.0
Player 2731,955.0,366.0,264.0,77.0,0.0,166.0,376.0,2204.0,Male,43.0
Player 2732,83.0,33.0,28.0,11.0,0.0,14.0,54.0,224.0,Female,33.0
Player 2733,688.0,290.0,194.0,90.0,0.0,79.0,531.0,1872.0,Male,21.0
Player 2734,76.0,28.0,17.0,9.0,0.0,29.0,36.0,195.0,Male,65.0
Player 2735,116.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,Female,58.0
Player 2736,74.0,18.0,13.0,8.0,0.0,20.0,33.0,165.0,Male,60.0
Player 2737,72.0,37.0,21.0,9.0,0.0,20.0,48.0,207.0,Male,33.0
Player 2738,0.0,0.0,0.0,0.0,0.0,0.0,469.0,469.0,Female,68.0
Player 2739,979.0,386.0,194.0,75.0,0.0,161.0,613.0,2408.0,Male,40.0
Player 2740,55.0,35.0,33.0,10.0,0.0,25.0,47.0,205.0,Female,43.0
Player 2741,938.0,284.0,282.0,112.0,0.0,103.0,479.0,2198.0,Female,30.0
Player 2742,510.0,0.0,0.0,0.0,73.0,0.0,0.0,584.0,Male,49.0
Player 2743,71.0,14.0,20.0,10.0,0.0,22.0,61.0,199.0,Male,49.0
Player 2744,379.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,Female,30.0
Player 2745,264.0,0.0,0.0,0.0,121.0,0.0,0.0,385.0,Male,69.0
Player 2746,92.0,40.0,18.0,10.0,0.0,19.0,35.0,214.0,Female,31.0
Player 2747,269.0,0.0,0.0,0.0,84.0,0.0,0.0,353.0,Male,50.0
Player 2748,53.0,25.0,16.0,6.0,0.0,23.0,53.0,177.0,Male,47.0
Player 2749,806.0,212.0,280.0,159.0,0.0,138.0,522.0,2117.0,Male,38.0
Player 2750,115.0,28.0,14.0,12.0,0.0,18.0,40.0,227.0,Female,61.0
Player 2751,506.0,0.0,0.0,0.0,66.0,0.0,0.0,572.0,Female,65.0
Player 2752,375.0,0.0,0.0,0.0,123.0,0.0,0.0,498.0,Female,56.0
Player 2753,94.0,27.0,31.0,9.0,0.0,22.0,53.0,236.0,Male,46.0
Player 2754,616.0,180.0,126.0,105.0,0.0,258.0,636.0,1921.0,Female,43.0
Player 2755,104.0,7.0,11.0,12.0,0.0,19.0,27.0,180.0,Male,27.0
Player 2756,112.0,36.0,19.0,11.0,0.0,10.0,34.0,221.0,Female,52.0
Player 2757,255.0,360.0,164.0,84.0,0.0,335.0,572.0,1770.0,Male,44.0
Player 2758,655.0,0.0,0.0,0.0,62.0,0.0,0.0,717.0,Male,53.0
Player 2759,52.0,42.0,22.0,10.0,0.0,11.0,50.0,188.0,Female,42.0
Player 2760,794.0,423.0,249.0,68.0,0.0,218.0,374.0,2126.0,Male,49.0
Player 2761,126.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,Male,51.0
Player 2762,74.0,21.0,22.0,9.0,0.0,26.0,77.0,228.0,Female,28.0
Player 2763,581.0,0.0,0.0,0.0,82.0,0.0,0.0,662.0,Female,65.0
Player 2764,0.0,0.0,0.0,0.0,0.0,0.0,491.0,491.0,Male,63.0
Player 2765,390.0,0.0,0.0,0.0,136.0,0.0,0.0,526.0,Female,57.0
Player 2766,0.0,0.0,0.0,0.0,0.0,354.0,0.0,354.0,Female,66.0
Player 2767,689.0,4963.0,4798.0,1087.0,0.0,0.0,0.0,11538.0,Male,24.0
Player 2768,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,Female,67.0
Player 2769,47.0,23.0,22.0,9.0,0.0,22.0,49.0,173.0,Male,59.0
Player 2770,0.0,0.0,315.0,0.0,0.0,0.0,0.0,315.0,Male,59.0
Player 2771,84.0,27.0,10.0,15.0,0.0,25.0,39.0,200.0,Female,43.0
Player 2772,551.0,458.0,258.0,127.0,0.0,269.0,396.0,2058.0,Male,60.0
Player 2773,1310.0,3225.0,3900.0,597.0,0.0,0.0,0.0,9032.0,Male,28.0
Player 2774,0.0,0.0,0.0,0.0,0.0,0.0,613.0,613.0,Male,35.0
Player 2775,0.0,398.0,0.0,0.0,0.0,0.0,0.0,398.0,Female,41.0
Player 2776,100.0,21.0,21.0,6.0,0.0,22.0,29.0,199.0,Male,22.0
Player 2777,17.0,33.0,17.0,4.0,0.0,24.0,51.0,147.0,Female,63.0
Player 2778,0.0,570.0,0.0,0.0,0.0,0.0,0.0,570.0,Male,37.0
Player 2779,0.0,0.0,0.0,0.0,0.0,0.0,448.0,448.0,Male,61.0
Player 2780,96.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,Male,39.0
Player 2781,243.0,0.0,0.0,0.0,102.0,0.0,0.0,344.0,Male,57.0
Player 2782,75.0,38.0,14.0,7.0,0.0,16.0,47.0,196.0,Male,60.0
Player 2783,517.0,0.0,0.0,0.0,87.0,0.0,0.0,603.0,Female,27.0
Player 2784,593.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,Male,51.0
Player 2785,84.0,37.0,14.0,7.0,0.0,17.0,24.0,182.0,Male,44.0
Player 2786,0.0,0.0,0.0,0.0,0.0,0.0,431.0,431.0,Female,50.0
Player 2787,112.0,54.0,19.0,5.0,0.0,15.0,55.0,260.0,Female,53.0
Player 2788,0.0,0.0,0.0,0.0,0.0,0.0,675.0,675.0,Female,47.0
Player 2789,617.0,262.0,258.0,70.0,0.0,209.0,751.0,2166.0,Male,70.0
Player 2790,379.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,Male,26.0
Player 2791,63.0,28.0,15.0,11.0,0.0,15.0,58.0,189.0,Male,48.0
Player 2792,990.0,4640.0,4931.0,421.0,0.0,0.0,0.0,10983.0,Male,38.0
Player 2793,880.0,6110.0,3982.0,1126.0,0.0,0.0,0.0,12097.0,Female,48.0
Player 2794,89.0,37.0,10.0,15.0,0.0,18.0,57.0,225.0,Male,45.0
Player 2795,308.0,0.0,0.0,0.0,100.0,0.0,0.0,408.0,Male,26.0
Player 2796,126.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,Female,23.0
Player 2797,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Male,54.0
Player 2798,818.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,Female,34.0
Player 2799,99.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,Female,30.0
Player 2800,91.0,32.0,19.0,9.0,0.0,27.0,35.0,212.0,Female,57.0
Player 2801,68.0,13.0,23.0,10.0,0.0,21.0,45.0,180.0,Female,58.0
Player 2802,84.0,30.0,19.0,9.0,0.0,25.0,67.0,235.0,Male,32.0
Player 2803,301.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,Female,21.0
Player 2804,0.0,0.0,0.0,0.0,0.0,749.0,0.0,749.0,Male,64.0
Player 2805,32.0,25.0,29.0,10.0,0.0,17.0,60.0,173.0,Male,69.0
Player 2806,0.0,436.0,0.0,0.0,0.0,0.0,0.0,436.0,Female,27.0
Player 2807,100.0,36.0,24.0,8.0,0.0,28.0,51.0,248.0,Male,28.0
Player 2808,1173.0,5338.0,4205.0,1752.0,0.0,0.0,0.0,12468.0,Female,27.0
Player 2809,672.0,234.0,249.0,109.0,0.0,229.0,254.0,1746.0,Male,53.0
Player 2810,82.0,27.0,17.0,8.0,0.0,21.0,50.0,205.0,Female,49.0
Player 2811,485.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,Female,52.0
Player 2812,75.0,32.0,19.0,12.0,0.0,26.0,60.0,225.0,Female,44.0
Player 2813,113.0,0.0,0.0,0.0,117.0,0.0,0.0,230.0,Male,49.0
Player 2814,64.0,41.0,21.0,8.0,0.0,18.0,23.0,175.0,Male,23.0
Player 2815,244.0,280.0,254.0,82.0,0.0,203.0,349.0,1413.0,Female,48.0
Player 2816,84.0,29.0,8.0,7.0,0.0,23.0,49.0,199.0,Female,27.0
Player 2817,66.0,37.0,23.0,13.0,0.0,22.0,46.0,207.0,Male,42.0
Player 2818,66.0,21.0,17.0,15.0,0.0,22.0,76.0,215.0,Male,21.0
Player 2819,0.0,0.0,0.0,338.0,0.0,0.0,0.0,338.0,Male,42.0
Player 2820,756.0,378.0,184.0,80.0,0.0,177.0,428.0,2003.0,Female,54.0
Player 2821,102.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,Male,51.0
